title,budget,revenue,popularity,vote_average,vote_count,runtime,primary_genre,season,release_year,ROI,investment_success,success_probability,investment_decision,budget_M,revenue_M
Cat on a Hot Tin Roof,3000000,17570324,16.553594,7.6,165,108.0,Drama,Off-Season,1958,5.8567746666666665,1,71.5,Invest with confidence,3.0,17.6
Beneath the Planet of the Apes,3000000,18999718,24.393296,6.2,361,95.0,Adventure,Spring,1970,6.333239333333333,1,80.8,Invest with confidence,3.0,19.0
Air Bud,3000000,23144499,11.241802,5.3,106,98.0,Comedy,Summer,1997,7.714833,1,67.6,Invest with caution,3.0,23.1
Pokémon: Spell of the Unknown,16000000,68411275,9.18885,5.9,137,93.0,Adventure,Summer,2000,4.2757046875,1,24.9,Do not invest,16.0,68.4
Friday the 13th Part VI: Jason Lives,3000000,19472057,11.158167,5.7,216,86.0,Horror,Summer,1986,6.490685666666667,1,85.0,Invest with confidence,3.0,19.5
The Bridge on the River Kwai,3000000,33300000,23.109959,7.7,542,161.0,Drama,Off-Season,1957,11.1,1,86.7,Invest with confidence,3.0,33.3
Spaced Invaders,3000000,15369573,1.586598,4.7,25,100.0,Comedy,Spring,1990,5.123191,1,34.2,Do not invest,3.0,15.4
Family Plot,2000000,7900000,3.832858,6.7,86,121.0,Comedy,Spring,1976,3.95,1,66.2,Invest with caution,2.0,7.9
The Apartment,3000000,25000000,22.889294,8.1,483,125.0,Comedy,Summer,1960,8.333333333333334,1,91.5,Invest with confidence,3.0,25.0
Jason Goes to Hell: The Final Friday,3000000,15938065,10.341982,4.2,193,87.0,Fantasy,Summer,1993,5.312688333333333,1,73.7,Invest with confidence,3.0,15.9
Torn Curtain,3000000,13000000,7.924982,6.4,120,128.0,Mystery,Summer,1966,4.333333333333333,1,75.2,Invest with confidence,3.0,13.0
Dave Chappelle's Block Party,3000000,11718595,1.697846,6.4,28,100.0,Comedy,Off-Season,2005,3.906198333333333,1,28.8,Do not invest,3.0,11.7
Elmer Gantry,3000000,10400000,6.734965,7.3,41,146.0,Drama,Summer,1960,3.466666666666667,1,65.8,Invest with caution,3.0,10.4
Judgment at Nuremberg,3000000,10000000,13.338539,7.6,155,186.0,Drama,Holiday,1961,3.3333333333333335,1,88.7,Invest with confidence,3.0,10.0
Red River,3000000,9012000,5.344815,7.3,82,133.0,Western,Summer,1948,3.004,1,69.8,Invest with caution,3.0,9.0
Before Midnight,3000000,11176469,23.299907,7.4,568,108.0,Romance,Spring,2013,3.725489666666667,1,83.1,Invest with confidence,3.0,11.2
Phantasm II,3000000,7282851,5.003615,6.3,94,97.0,Action,Summer,1988,2.427617,1,43.4,Check the details,3.0,7.3
Woman Thou Art Loosed,3000000,6804016,0.019984,5.0,3,94.0,Drama,Off-Season,2004,2.2680053333333334,1,65.1,Invest with caution,3.0,6.8
East Is East,3800000,28200000,3.667372,6.5,59,97.0,Comedy,Spring,1999,7.421052631578948,1,32.1,Do not invest,3.8,28.2
Kama Sutra - A Tale of Love,3000000,4109095,3.937939,5.7,35,117.0,Drama,Off-Season,1996,1.3696983333333332,0,39.3,Check the details,3.0,4.1
Willy Wonka & the Chocolate Factory,3000000,4000000,23.981601,7.4,798,100.0,Family,Summer,1971,1.3333333333333333,0,86.4,Invest with confidence,3.0,4.0
Jawbreaker,3000000,3076820,4.337685,5.9,90,87.0,Comedy,Off-Season,1999,1.0256066666666668,0,43.0,Check the details,3.0,3.1
Basquiat,2962051,3011195,3.636634,6.6,94,108.0,Drama,Summer,1996,1.016591206565991,0,52.9,Invest with caution,3.0,3.0
Tsotsi,3000000,9879971,2.504169,6.9,94,94.0,Crime,Summer,2005,3.2933236666666668,1,55.6,Invest with caution,3.0,9.9
Happiness,3000000,2807390,10.757539,7.4,194,139.0,Comedy,Off-Season,1998,0.9357966666666667,0,84.0,Invest with confidence,3.0,2.8
Tusk,2800000,1826705,15.754614,5.1,366,102.0,Comedy,Off-Season,2014,0.6523946428571429,0,78.0,Invest with confidence,2.8,1.8
Oldboy,3000000,14980005,56.76349,8.0,1945,120.0,Drama,Off-Season,2003,4.993335,1,91.9,Invest with confidence,3.0,15.0
Hobo with a Shotgun,3000000,748453,16.900433,5.7,211,86.0,Action,Spring,2011,0.24948433333333334,0,59.8,Invest with caution,3.0,0.7
Fish Tank,3000000,2357852,12.68672,6.9,250,123.0,Drama,Spring,2009,0.7859506666666667,0,83.4,Invest with confidence,3.0,2.4
Bachelorette,3000000,11947954,20.95282,5.3,444,87.0,Comedy,Summer,2012,3.9826513333333335,1,88.3,Invest with confidence,3.0,11.9
The Divide,3000000,22000,11.882563,5.7,197,112.0,Science Fiction,Spring,2011,0.007333333333333333,0,64.9,Invest with caution,3.0,0.0
Demonic,3000000,3387000,12.564554,4.9,148,83.0,Thriller,Off-Season,2015,1.129,0,70.1,Invest with confidence,3.0,3.4
Point Blank,2500000,3200000,5.164423,7.1,95,92.0,Action,Summer,1967,1.28,0,48.7,Check the details,2.5,3.2
Central Station,2900000,5596708,5.928937,7.6,126,113.0,Drama,Off-Season,1998,1.9298993103448276,0,53.8,Invest with caution,2.9,5.6
Pocketful of Miracles,2900000,5000000,3.370225,7.3,25,136.0,Comedy,Holiday,1961,1.7241379310344827,0,66.1,Invest with caution,2.9,5.0
Freakonomics,3000000,103735,1.781462,6.6,36,93.0,Documentary,Off-Season,2010,0.034578333333333336,0,24.6,Do not invest,3.0,0.1
Hustle & Flow,8000000,23563727,6.39503,6.9,99,116.0,Drama,Summer,2005,2.945465875,1,52.7,Invest with caution,8.0,23.6
Some Like It Hot,2883848,25000000,39.30982,8.0,808,122.0,Comedy,Spring,1959,8.668972844615944,1,87.7,Invest with confidence,2.9,25.0
Friday the 13th Part VII: The New Blood,2800000,19170001,9.070842,5.3,192,88.0,Horror,Spring,1988,6.846428928571428,1,72.2,Invest with confidence,2.8,19.2
The Wizard of Oz,2777000,33754967,67.417542,7.4,1642,102.0,Adventure,Summer,1939,12.15519157364062,1,94.8,Invest with confidence,2.8,33.8
Young Frankenstein,2800000,86273333,36.444894,7.7,854,106.0,Comedy,Holiday,1974,30.811904642857144,1,92.9,Invest with confidence,2.8,86.3
Diary of the Dead,2000000,5364858,15.351412,5.4,190,95.0,Horror,Off-Season,2007,2.682429,1,79.6,Invest with confidence,2.0,5.4
The Black Stallion,2700000,37799643,11.35972,7.0,59,118.0,Adventure,Off-Season,1979,13.999867777777778,1,55.4,Invest with caution,2.7,37.8
Donovan's Reef,2686000,6600000,1.897263,6.0,30,109.0,Adventure,Summer,1963,2.4571854058078926,1,42.4,Check the details,2.7,6.6
A Guy Named Joe,2627000,5363000,0.531444,6.0,8,120.0,Drama,Spring,1944,2.041492196421774,1,49.1,Check the details,2.6,5.4
Blazing Saddles,2600000,119500000,22.793929,7.2,609,93.0,Western,Off-Season,1974,45.96153846153846,1,84.2,Invest with confidence,2.6,119.5
Friday the 13th: The Final Chapter,2600000,32980880,14.013414,5.9,237,91.0,Horror,Spring,1984,12.684953846153846,1,84.5,Invest with confidence,2.6,33.0
Ida,2159280,10700000,13.265432,7.1,260,80.0,Drama,Off-Season,2013,4.955355488866659,1,81.4,Invest with confidence,2.2,10.7
Riding Giants,2600000,3166000,0.895946,7.6,23,105.0,Documentary,Summer,2004,1.2176923076923076,0,37.8,Check the details,2.6,3.2
Timecrimes,2600000,553198,19.02965,7.0,308,92.0,Science Fiction,Off-Season,2007,0.21276846153846155,0,79.2,Invest with confidence,2.6,0.6
Singin' in the Rain,2540800,7200000,36.556954,7.8,727,103.0,Comedy,Spring,1952,2.8337531486146097,1,85.8,Invest with confidence,2.5,7.2
A Haunted House,2500000,60141683,18.661541,5.4,516,86.0,Comedy,Off-Season,2013,24.0566732,1,86.1,Invest with confidence,2.5,60.1
2016: Obama's America,2500000,33400000,0.973582,4.6,19,87.0,Documentary,Summer,2012,13.36,1,42.5,Check the details,2.5,33.4
Halloween III: Season of the Witch,2500000,14400000,12.030456,5.0,229,98.0,Horror,Off-Season,1982,5.76,1,83.6,Invest with confidence,2.5,14.4
Escape from the Planet of the Apes,2500000,12348905,18.30961,6.3,264,98.0,Action,Spring,1971,4.939562,1,79.5,Invest with confidence,2.5,12.3
Hud,2500000,10000000,6.82919,7.5,66,112.0,Action,Spring,1963,4.0,1,62.9,Invest with caution,2.5,10.0
Garden State,2500000,26781723,30.583959,7.1,618,102.0,Comedy,Summer,2004,10.7126892,1,90.0,Invest with confidence,2.5,26.8
Before Sunrise,2500000,5535405,23.672571,7.7,959,105.0,Drama,Off-Season,1995,2.214162,1,88.4,Invest with confidence,2.5,5.5
Robot & Frank,2500000,3325038,23.419061,6.8,450,85.0,Science Fiction,Summer,2012,1.3300152,0,87.6,Invest with confidence,2.5,3.3
The Spectacular Now,2500000,6854611,25.722747,6.8,1048,95.0,Comedy,Summer,2013,2.7418444,1,95.9,Invest with confidence,2.5,6.9
Eye of the Dolphin,2500000,71904,0.301884,7.1,7,100.0,Drama,Summer,2007,0.0287616,0,31.9,Do not invest,2.5,0.1
Sleep Dealer,2500000,107559,4.624691,6.0,40,90.0,Drama,Holiday,2008,0.0430236,0,26.9,Do not invest,2.5,0.1
Super,2500000,324138,12.204569,6.6,441,96.0,Comedy,Off-Season,2010,0.1296552,0,79.8,Invest with confidence,2.5,0.3
Get on the Bus,2400000,5731103,4.623059,7.0,11,120.0,Drama,Off-Season,1996,2.387959583333333,1,50.9,Invest with caution,2.4,5.7
Idiocracy,30000000,495303,27.940093,6.3,664,84.0,Adventure,Off-Season,2006,0.0165101,0,52.8,Invest with caution,30.0,0.5
This Is England,2380000,8176544,8.395624,7.4,363,101.0,Drama,Off-Season,2006,3.43552268907563,1,71.1,Invest with confidence,2.4,8.2
Bathing Beauty,2361000,6892000,0.628051,7.0,4,101.0,Comedy,Summer,1944,2.919102075391783,1,36.6,Check the details,2.4,6.9
Show Boat,2300000,11000000,1.606314,6.9,18,107.0,Music,Summer,1951,4.782608695652174,1,44.3,Check the details,2.3,11.0
Fantasia,2280000,83320000,32.875469,7.2,808,124.0,Animation,Holiday,1940,36.54385964912281,1,89.6,Invest with confidence,2.3,83.3
Friday the 13th Part III,4000000,36690067,14.206525,5.7,254,95.0,Horror,Summer,1982,9.17251675,1,83.4,Invest with confidence,4.0,36.7
Friday the 13th: A New Beginning,2200000,21930418,12.639469,5.1,196,92.0,Horror,Spring,1985,9.968371818181819,1,77.8,Invest with confidence,2.2,21.9
The Valley of Decision,2160000,9132000,0.1813,5.8,4,119.0,Drama,Summer,1945,4.227777777777778,1,49.5,Check the details,2.2,9.1
The Best Years of Our Lives,2100000,23650000,8.38717,7.6,143,172.0,Drama,Holiday,1946,11.261904761904763,1,80.1,Invest with confidence,2.1,23.6
Mi America,2100000,3330,0.039007,0.0,0,126.0,Drama,Off-Season,2015,0.0015857142857142858,0,39.6,Check the details,2.1,0.0
[REC],1500000,30448000,31.691617,7.1,934,78.0,Horror,Spring,2007,20.298666666666666,1,89.6,Invest with confidence,1.5,30.4
From Russia with Love,2000000,78898765,41.298723,6.9,760,115.0,Action,Off-Season,1963,39.4493825,1,78.9,Invest with confidence,2.0,78.9
Sleeper,2000000,18344729,10.664202,7.0,200,89.0,Comedy,Holiday,1973,9.1723645,1,75.1,Invest with confidence,2.0,18.3
It Follows,2000000,14674076,100.876794,6.6,1832,100.0,Horror,Off-Season,2015,7.337038,1,94.8,Invest with confidence,2.0,14.7
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000,18016290,13.223111,6.6,215,88.0,Comedy,Summer,1972,9.008145,1,85.7,Invest with confidence,2.0,18.0
To Kill a Mockingbird,2000000,13129846,22.139842,8.0,657,129.0,Crime,Holiday,1962,6.564923,1,88.9,Invest with confidence,2.0,13.1
Mad Max 2: The Road Warrior,2000000,24600832,37.117362,7.3,957,95.0,Adventure,Holiday,1981,12.300416,1,91.2,Invest with confidence,2.0,24.6
Boys Don't Cry,2000000,11540607,15.557144,7.2,353,118.0,Crime,Off-Season,1999,5.7703035,1,81.9,Invest with confidence,2.0,11.5
Silent House,2000000,13101672,11.66632,5.2,125,85.0,Horror,Off-Season,2011,6.550836,1,69.1,Invest with caution,2.0,13.1
The Lives of Others,2000000,70000000,34.938177,7.9,958,137.0,Drama,Spring,2006,35.0,1,92.2,Invest with confidence,2.0,70.0
Courageous,1000000,34522221,5.961119,6.8,77,129.0,Drama,Off-Season,2011,34.522221,1,78.0,Invest with confidence,1.0,34.5
The Hustler,2000000,7600000,17.639478,7.6,240,134.0,Drama,Off-Season,1961,3.8,1,88.9,Invest with confidence,2.0,7.6
Boom Town,2000000,9172000,1.867004,6.5,8,119.0,Adventure,Summer,1940,4.586,1,44.8,Check the details,2.0,9.2
The Triplets of Belleville,8000000,1477676,13.944645,7.3,231,80.0,Adventure,Summer,2003,0.1847095,0,74.0,Invest with confidence,8.0,1.5
Before Sunset,2700000,15992615,14.799323,7.6,718,80.0,Drama,Off-Season,2004,5.923190740740741,1,84.4,Invest with confidence,2.7,16.0
Amores perros,2000000,20908467,23.281616,7.6,521,154.0,Drama,Summer,2000,10.4542335,1,94.1,Invest with confidence,2.0,20.9
Thirteen,2000000,4601043,20.331593,6.7,339,100.0,Crime,Summer,2003,2.3005215,1,86.0,Invest with confidence,2.0,4.6
Gentleman's Agreement,2000000,7800000,5.381536,6.8,47,118.0,Drama,Holiday,1947,3.9,1,36.7,Check the details,2.0,7.8
Winter's Bone,2000000,13831503,20.834883,6.8,565,100.0,Drama,Summer,2010,6.9157515,1,89.0,Invest with confidence,2.0,13.8
Alexander's Ragtime Band,2000000,4000000,0.483974,4.8,6,106.0,Drama,Spring,1938,2.0,1,32.0,Do not invest,2.0,4.0
Inside Job,2000000,7871522,16.930914,7.7,286,109.0,Documentary,Off-Season,2010,3.935761,1,81.7,Invest with confidence,2.0,7.9
We Are Your Friends,6000000,11122090,28.819424,6.3,658,96.0,Drama,Summer,2015,1.8536816666666667,0,77.9,Invest with confidence,6.0,11.1
Harsh Times,2000000,5967038,12.999023,6.3,197,120.0,Crime,Off-Season,2005,2.983519,1,75.6,Invest with confidence,2.0,6.0
Captive,2000000,2801508,6.728882,5.6,92,97.0,Crime,Off-Season,2015,1.400754,0,49.7,Check the details,2.0,2.8
Full Frontal,2000000,2506446,1.95686,4.8,26,96.0,Comedy,Summer,2002,1.253223,0,32.9,Do not invest,2.0,2.5
Shortbus,2000000,5179037,14.846001,6.3,140,101.0,Romance,Spring,2006,2.5895185,1,59.0,Invest with caution,2.0,5.2
Waltz with Bashir,2000000,11125849,14.08251,7.8,291,90.0,Drama,Summer,2008,5.5629245,1,86.5,Invest with confidence,2.0,11.1
"The Book of Mormon Movie, Volume 1: The Journey",2000000,1672730,0.031947,5.0,2,120.0,Unknown,Off-Season,2003,0.836365,0,18.8,Do not invest,2.0,1.7
No End in Sight,2000000,1431623,2.283796,7.2,23,102.0,Documentary,Summer,2007,0.7158115,0,35.8,Check the details,2.0,1.4
The Diary of a Teenage Girl,2000000,1477002,18.224326,6.8,279,98.0,Drama,Summer,2015,0.738501,0,86.1,Invest with confidence,2.0,1.5
Inside Deep Throat,2000000,653621,3.980072,6.8,31,92.0,History,Off-Season,2005,0.3268105,0,25.3,Do not invest,2.0,0.7
The Virginity Hit,2000000,563706,3.125382,4.6,19,120.0,Comedy,Off-Season,2010,0.281853,0,50.2,Invest with caution,2.0,0.6
Subway,2000000,390659,5.261065,6.3,86,104.0,Action,Spring,1985,0.1953295,0,48.8,Check the details,2.0,0.4
Six-String Samurai,2000000,124494,1.892183,5.8,36,91.0,Action,Off-Season,1998,0.062247,0,28.0,Do not invest,2.0,0.1
It's All Gone Pete Tong,2000000,120620,3.911445,7.1,52,90.0,Drama,Off-Season,2004,0.06031,0,29.8,Do not invest,2.0,0.1
Saint John of Las Vegas,3800000,111731,2.559806,5.9,18,84.0,Comedy,Summer,2009,0.029402894736842104,0,24.8,Do not invest,3.8,0.1
Stonewall,13500000,187674,5.16023,5.2,32,129.0,Drama,Off-Season,2015,0.013901777777777779,0,28.0,Do not invest,13.5,0.2
Roadside Romeo,7000000,1100000,0.253595,6.7,3,93.0,Animation,Off-Season,2008,0.15714285714285714,0,10.5,Do not invest,7.0,1.1
Return of the Living Dead 3,2000000,54207,7.502934,5.9,88,97.0,Comedy,Off-Season,1993,0.0271035,0,47.6,Check the details,2.0,0.1
Sherrybaby,2000000,622806,4.261509,6.3,41,96.0,Drama,Off-Season,2006,0.311403,0,26.0,Do not invest,2.0,0.6
Stitches,100000,95000,7.447714,5.5,92,86.0,Horror,Spring,2012,0.95,0,75.8,Invest with confidence,0.1,0.1
Bananas,2000000,11833696,5.941852,6.7,165,82.0,Comedy,Spring,1971,5.916848,1,60.4,Invest with caution,2.0,11.8
Buried,1987650,19152480,32.841229,6.6,827,94.0,Drama,Off-Season,2010,9.635740698815184,1,83.4,Invest with confidence,2.0,19.2
The Last Exorcism,1800000,67738090,14.838986,5.6,328,87.0,Horror,Summer,2010,37.63227222222222,1,90.0,Invest with confidence,1.8,67.7
A Streetcar Named Desire,1800000,8000000,14.884756,7.6,281,125.0,Drama,Off-Season,1951,4.444444444444445,1,86.2,Invest with confidence,1.8,8.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000,9440272,41.996783,8.0,1442,95.0,Drama,Off-Season,1964,5.244595555555556,1,93.9,Invest with confidence,1.8,9.4
Beasts of the Southern Wild,1800000,21107746,12.471239,6.8,403,93.0,Drama,Summer,2012,11.726525555555556,1,87.7,Invest with confidence,1.8,21.1
Battle for the Planet of the Apes,1700000,8844595,13.315383,5.5,215,93.0,Action,Summer,1973,5.2027029411764705,1,83.0,Invest with confidence,1.7,8.8
Higher Ground,2000000,841733,1.699101,5.3,14,109.0,Drama,Summer,2011,0.4208665,0,30.6,Do not invest,2.0,0.8
Hang 'em High,1800000,6800000,11.756943,6.7,192,114.0,Western,Summer,1968,3.7777777777777777,1,71.1,Invest with confidence,1.8,6.8
Run Lola Run,1530000,7267585,27.36562,7.2,664,81.0,Action,Summer,1998,4.750055555555556,1,86.0,Invest with confidence,1.5,7.3
May,500000,150277,8.650779,6.3,152,93.0,Drama,Off-Season,2002,0.300554,0,58.8,Invest with caution,0.5,0.2
Conquest of the Planet of the Apes,1700000,9700000,18.828683,6.1,236,88.0,Action,Summer,1972,5.705882352941177,1,84.7,Invest with confidence,1.7,9.7
I Spit on Your Grave,2000000,572809,26.281839,6.3,519,108.0,Thriller,Summer,2010,0.2864045,0,77.4,Invest with confidence,2.0,0.6
"Happy, Texas",1700000,1943649,2.079125,5.5,39,98.0,Comedy,Holiday,1999,1.1433229411764705,0,24.2,Do not invest,1.7,1.9
The Lunchbox,1000000,4235151,14.017809,7.3,221,104.0,Drama,Off-Season,2013,4.235151,1,83.1,Invest with confidence,1.0,4.2
You Can't Take It With You,1644736,7433101,3.426314,7.2,79,126.0,Comedy,Summer,1938,4.5193277218957935,1,80.0,Invest with confidence,1.6,7.4
From Here to Eternity,1650000,30500000,6.915201,7.2,133,118.0,War,Summer,1953,18.484848484848484,1,56.2,Invest with caution,1.6,30.5
She Wore a Yellow Ribbon,1600000,5400000,8.535178,7.1,61,103.0,Western,Off-Season,1949,3.375,1,55.1,Invest with caution,1.6,5.4
The Conversation,1600000,4420000,20.810292,7.5,372,113.0,Crime,Spring,1974,2.7625,1,85.4,Invest with confidence,1.6,4.4
Waitress,2000000,22179430,9.67299,6.7,129,108.0,Comedy,Spring,2007,11.089715,1,54.0,Invest with caution,2.0,22.2
Bloodsport,1500000,11806119,17.49699,6.6,363,92.0,Action,Off-Season,1988,7.870746,1,74.2,Invest with confidence,1.5,11.8
Mr. Smith Goes to Washington,1500000,9600000,12.2624,7.9,241,129.0,Comedy,Off-Season,1939,6.4,1,86.6,Invest with confidence,1.5,9.6
Kids,1500000,7412216,13.291991,6.8,279,91.0,Drama,Summer,1995,4.941477333333333,1,83.2,Invest with confidence,1.5,7.4
The Squid and the Whale,1500000,11098131,13.788054,6.9,226,81.0,Comedy,Off-Season,2005,7.398754,1,81.8,Invest with confidence,1.5,11.1
Kissing Jessica Stein,1000000,10013424,3.990215,5.9,48,97.0,Comedy,Spring,2001,10.013424,1,58.0,Invest with caution,1.0,10.0
Spellbound,1500000,7000000,11.145915,7.3,160,111.0,Drama,Holiday,1945,4.666666666666667,1,59.7,Invest with caution,1.5,7.0
Buffalo '66,1500000,2375097,10.009994,7.1,166,110.0,Romance,Off-Season,1998,1.583398,0,57.9,Invest with caution,1.5,2.4
Insidious,1500000,97009150,58.594852,6.8,1737,103.0,Horror,Off-Season,2010,64.67276666666666,1,92.5,Invest with confidence,1.5,97.0
Repo Man,1500000,2300000,11.35344,6.7,144,92.0,Comedy,Off-Season,1984,1.5333333333333334,0,48.9,Check the details,1.5,2.3
The Ballad of Jack and Rose,1500000,712294,3.618646,6.5,43,111.0,Drama,Spring,2005,0.47486266666666666,0,30.9,Do not invest,1.5,0.7
The To Do List,1500000,3566225,15.017068,5.5,342,104.0,Comedy,Summer,2013,2.377483333333333,1,85.7,Invest with confidence,1.5,3.6
Killing Zoe,1500000,418961,5.817519,6.1,111,96.0,Action,Off-Season,1993,0.27930733333333335,0,37.8,Check the details,1.5,0.4
The Believer,1500000,416925,9.856826,6.8,151,98.0,Drama,Off-Season,2001,0.27795,0,42.1,Check the details,1.5,0.4
Session 9,1500000,373967,11.064228,6.2,251,100.0,Horror,Summer,2001,0.24931133333333333,0,84.7,Invest with confidence,1.5,0.4
Modern Times,1,8500000,28.27648,8.1,856,87.0,Drama,Off-Season,1936,8500000.0,1,95.4,Invest with confidence,0.0,8.5
My Name Is Bruce,1500000,173066,7.5591,5.9,107,86.0,Comedy,Off-Season,2007,0.11537733333333333,0,36.1,Check the details,1.5,0.2
Pontypool,1500000,32000,4.680206,6.6,183,93.0,Horror,Spring,2009,0.021333333333333333,0,53.7,Invest with caution,1.5,0.0
The Lords of Salem,1500000,1165882,14.504326,5.1,242,101.0,Horror,Off-Season,2012,0.7772546666666666,0,83.5,Invest with confidence,1.5,1.2
Snow White and the Seven Dwarfs,1488423,184925486,80.171283,6.9,1914,83.0,Fantasy,Holiday,1937,124.24256142239135,1,97.5,Invest with confidence,1.5,184.9
Shalako,1455000,2620000,3.598457,5.4,12,113.0,Western,Holiday,1968,1.8006872852233677,0,10.9,Do not invest,1.5,2.6
"Lock, Stock and Two Smoking Barrels",1350000,3897569,16.032594,7.5,1648,105.0,Comedy,Spring,1998,2.8870881481481483,1,92.2,Invest with confidence,1.4,3.9
Journey from the Fall,1300000,639000,0.072066,5.0,1,135.0,Drama,Off-Season,2006,0.49153846153846154,0,36.0,Check the details,1.3,0.6
Rebecca,1288000,6000000,18.426825,7.7,336,130.0,Drama,Spring,1940,4.658385093167702,1,92.0,Invest with confidence,1.3,6.0
